medicion,empresa,tipo_eleccion,anio_medicion,anio_gobierno,eleccion,fecha,partido,sigla,candidato,presidente,categoria,categoria_unificada,valor
Evaluacion de gestion presidente,Equipos,,2018,4,,2018-03-04,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,26
Evaluacion de gestion presidente,Equipos,,2018,4,,2018-03-04,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,48
Evaluacion de gestion presidente,Equipos,,2018,4,,2018-03-04,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,1
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Frente Amplio,FA,,,,,33
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Partido Nacional,PN,,,,,28
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Partido Colorado,PC,,,,,7
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Partido Independiente,PI,,,,,2
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Partido de la Gente,PG,,,,,2
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Otros partidos,OtrosP,,,,,3
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,Blanco o anulado,B/A,,,,,11
Intencion de voto,Radar,Nacional,2018,,2019,2018-01-31,No sabe o no contesta,NS/NC,,,,,13
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Blanco o anulado,B/A,,,,,13
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Frente Amplio,FA,,,,,25
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,No sabe o no contesta,NS/NC,,,,,14
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Otros partidos,OtrosP,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Partido Colorado,PC,,,,,9
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Partido de la Gente,PG,,,,,4
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Partido Independiente,PI,,,,,5
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Partido Nacional,PN,,,,,28
Intencion de voto,Opcion,Nacional,2017,,2019,2017-12-22,Unidad Popular,UP,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Blanco o anulado,B/A,,,,,8
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Frente Amplio,FA,,,,,32
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,No sabe o no contesta,NS/NC,,,,,16
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Partido Colorado,PC,,,,,8
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Partido de la Gente,PG,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Partido Independiente,PI,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Partido Nacional,PN,,,,,31
Intencion de voto,Equipos,Nacional,2017,,2019,2017-12-14,Unidad Popular,UP,,,,,1
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Frente Amplio,FA,,,,,34
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,"Indecisos, blanco y anulado",I/B/A,,,,,14
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Partido Colorado,PC,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Partido de la Gente,PG,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Partido Independiente,PI,,,,,5
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Partido Nacional,PN,,,,,31
Intencion de voto,Factum,Nacional,2017,,2019,2017-12-07,Unidad Popular,UP,,,,,2
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Buena y muy buena,3,41
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Ni buena ni mala,2,30
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Mala y muy mala,1,28
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,1
Evaluacion de gestion presidente,Factum,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Aprueba,3,46
Evaluacion de gestion presidente,Factum,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,10
Evaluacion de gestion presidente,Factum,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,43
Evaluacion de gestion presidente,Factum,,2017,3,,2017-12-01,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,1
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Frente Amplio,FA,,,,,33
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,"Indecisos, blanco y anulado",I/B/A,,,,,15
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Partido Colorado,PC,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Partido de la Gente,PG,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Partido Independiente,PI,,,,,5
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Partido Nacional,PN,,,,,31
Intencion de voto,Factum,Nacional,2017,,2019,2017-11-11,Unidad Popular,UP,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Blanco o anulado,B/A,,,,,5
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Frente Amplio,FA,,,,,34
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,No sabe o no contesta,NS/NC,,,,,18
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Partido Colorado,PC,,,,,8
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Partido de la Gente,PG,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Partido Independiente,PI,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Partido Nacional,PN,,,,,31
Intencion de voto,Equipos,Nacional,2017,,2019,2017-11-09,Unidad Popular,UP,,,,,1
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Frente Amplio,FA,,,,,29
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Partido Nacional,PN,,,,,27
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Partido Colorado,PC,,,,,7
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Partido Independiente,PI,,,,,2
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Partido de la Gente,PG,,,,,3
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Otros partidos,OtrosP,,,,,2
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,Blanco o anulado,B/A,,,,,14
Intencion de voto,Radar,Nacional,2017,,2019,2017-10-17,No sabe o no contesta,NS/NC,,,,,15
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-10-11,Frente Amplio,FA,,Vazquez 2,Buena y muy buena,3,31
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-10-11,Frente Amplio,FA,,Vazquez 2,Ni buena ni mala,2,33
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-10-11,Frente Amplio,FA,,Vazquez 2,Mala y muy mala,1,35
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Blanco o anulado,B/A,,,,,13
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Frente Amplio,FA,,,,,31
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Partido Colorado,PC,,,,,8
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Partido de la Gente,PG,,,,,4
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Partido Independiente,PI,,,,,4
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Partido Nacional,PN,,,,,33
Intencion de voto,Opcion,Nacional,2017,,2019,2017-10-11,Unidad Popular,UP,,,,,1
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-10-05,Frente Amplio,FA,,Vazquez 2,Aprueba,3,36
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-10-05,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-10-05,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,44
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,Frente Amplio,FA,,,,,31
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,"Indecisos, blanco y anulado",I/B/A,,,,,32
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,Partido Colorado,PC,,,,,6
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,Partido de la Gente,PG,,,,,3
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Nacional,2017,,2019,2017-10-05,Partido Nacional,PN,,,,,26
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Blanco o anulado,B/A,,,,,7
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Frente Amplio,FA,,,,,34
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,No sabe o no contesta,NS/NC,,,,,16
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Partido Colorado,PC,,,,,5
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Partido de la Gente,PG,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Partido Independiente,PI,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Partido Nacional,PN,,,,,34
Intencion de voto,Equipos,Nacional,2017,,2019,2017-09-03,Unidad Popular,UP,,,,,1
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Blanco o anulado,B/A,,,,,9
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Frente Amplio,FA,,,,,29
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,No sabe o no contesta,NS/NC,,,,,10
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Partido Colorado,PC,,,,,5
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Partido de la Gente,PG,,,,,10
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Partido Independiente,PI,,,,,4
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Partido Nacional,PN,,,,,31
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-08-01,Unidad Popular,UP,,,,,2
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Frente Amplio,FA,,,,,29
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Partido Nacional,PN,,,,,32
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Partido Colorado,PC,,,,,8
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Partido Independiente,PI,,,,,3
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Partido de la Gente,PG,,,,,3
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Otros partidos,OtrosP,,,,,2
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,Blanco o anulado,B/A,,,,,12
Intencion de voto,Radar,Nacional,2017,,2019,2017-07-27,No sabe o no contesta,NS/NC,,,,,11
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,Frente Amplio,FA,,,,,24
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,"Indecisos, blanco y anulado",I/B/A,,,,,40
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,Partido Colorado,PC,,,,,6
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,Partido de la Gente,PG,,,,,2
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Nacional,2017,,2019,2017-07-18,Partido Nacional,PN,,,,,26
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-07-17,Frente Amplio,FA,,Vazquez 2,Aprueba,3,32
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-07-17,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,21
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-07-17,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,47
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Frente Amplio,FA,,,,,31
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,"Indecisos, blanco y anulado",I/B/A,,,,,15
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Partido Colorado,PC,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Partido de la Gente,PG,,,,,7
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Partido Independiente,PI,,,,,5
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Partido Nacional,PN,,,,,33
Intencion de voto,Factum,Nacional,2017,,2019,2017-07-17,Unidad Popular,UP,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Blanco o anulado,B/A,,,,,17
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Frente Amplio,FA,,,,,28
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,No sabe o no contesta,NS/NC,,,,,8
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Partido Colorado,PC,,,,,7
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Partido de la Gente,PG,,,,,3
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Partido Independiente,PI,,,,,5
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Partido Nacional,PN,,,,,30
Intencion de voto,Opcion,Nacional,2017,,2019,2017-07-03,Unidad Popular,UP,,,,,1
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-06-26,Frente Amplio,FA,,Vazquez 2,Aprueba,3,29
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-06-26,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,29
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-06-26,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,40
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-06-26,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,2
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-06-01,Frente Amplio,FA,,Vazquez 2,Buena y muy buena,3,24
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-06-01,Frente Amplio,FA,,Vazquez 2,Ni buena ni mala,2,35
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-06-01,Frente Amplio,FA,,Vazquez 2,Mala y muy mala,1,40
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-06-01,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Blanco o anulado,B/A,,,,,6
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Frente Amplio,FA,,,,,31
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,No sabe o no contesta,NS/NC,,,,,17
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Partido Colorado,PC,,,,,7
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Partido de la Gente,PG,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Partido Independiente,PI,,,,,3
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Partido Nacional,PN,,,,,32
Intencion de voto,Equipos,Nacional,2017,,2019,2017-06-01,Unidad Popular,UP,,,,,1
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Blanco o anulado,B/A,,,,,7
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Frente Amplio,FA,,,,,33
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,No sabe o no contesta,NS/NC,,,,,10
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Partido Colorado,PC,,,,,5
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Partido de la Gente,PG,,,,,10
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Partido Independiente,PI,,,,,4
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Partido Nacional,PN,,,,,29
Intencion de voto,Interconsult,Nacional,2017,,2019,2017-05-26,Unidad Popular,UP,,,,,2
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Frente Amplio,FA,,,,,28.1
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Partido Nacional,PN,,,,,26.3
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Partido Colorado,PC,,,,,5.5
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Partido Independiente,PI,,,,,4
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Partido de la Gente,PG,,,,,3.6
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Unidad Popular,UP,,,,,0.9
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Partido Ecologista Radical Intransigente,PERI,,,,,0.7
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,Blanco o anulado,B/A,,,,,12.6
Intencion de voto,Radar,Nacional,2017,,2019,2017-05-16,No sabe o no contesta,NS/NC,,,,,18
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Frente Amplio,FA,,,,,31
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,"Indecisos, blanco y anulado",I/B/A,,,,,18
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Partido Colorado,PC,,,,,6
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Partido de la Gente,PG,,,,,9
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Partido Independiente,PI,,,,,4
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Partido Nacional,PN,,,,,30
Intencion de voto,Factum,Nacional,2017,,2019,2017-04-07,Unidad Popular,UP,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Blanco o anulado,B/A,,,,,16
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Frente Amplio,FA,,,,,28
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,No sabe o no contesta,NS/NC,,,,,14
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Partido Colorado,PC,,,,,9
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Partido de la Gente,PG,,,,,1
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Partido Independiente,PI,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Partido Nacional,PN,,,,,28
Intencion de voto,Opcion,Nacional,2017,,2019,2017-04-05,Unidad Popular,UP,,,,,1
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-04-04,Frente Amplio,FA,,Vazquez 2,Buena y muy buena,3,24
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-04-04,Frente Amplio,FA,,Vazquez 2,Ni buena ni mala,2,33
Evaluacion de gestion presidente,Opcion,,2017,3,,2017-04-04,Frente Amplio,FA,,Vazquez 2,Mala y muy mala,1,43
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-04-01,Frente Amplio,FA,,Vazquez 2,Aprueba,3,27
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-04-01,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,33
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-04-01,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,37
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-04-01,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,3
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Blanco o anulado,B/A,,,,,5
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Frente Amplio,FA,,,,,35
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,No sabe o no contesta,NS/NC,,,,,15
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Partido Colorado,PC,,,,,9
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Partido de la Gente,PG,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Partido Independiente,PI,,,,,2
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Partido Nacional,PN,,,,,31
Intencion de voto,Equipos,Nacional,2017,,2019,2017-04-01,Unidad Popular,UP,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Blanco o anulado,B/A,,,,,7
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Frente Amplio,FA,,,,,32
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,No sabe o no contesta,NS/NC,,,,,19
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Partido Colorado,PC,,,,,7
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Partido de la Gente,PG,,,,,3
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Partido Independiente,PI,,,,,3
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Partido Nacional,PN,,,,,27
Intencion de voto,Equipos,Nacional,2017,,2019,2017-03-06,Unidad Popular,UP,,,,,1
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-03-01,Frente Amplio,FA,,Vazquez 2,Aprueba,3,35
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-03-01,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,22
Evaluacion de gestion presidente,Cifra,,2017,3,,2017-03-01,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,43
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,Frente Amplio,FA,,,,,26
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,"Indecisos, blanco y anulado",I/B/A,,,,,38
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,Partido Colorado,PC,,,,,7
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,Partido de la Gente,PG,,,,,3
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Nacional,2017,,2019,2017-03-01,Partido Nacional,PN,,,,,24
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-02-01,Frente Amplio,FA,,Vazquez 2,Aprueba,3,28
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-02-01,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,25
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-02-01,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,44
Evaluacion de gestion presidente,Equipos,,2017,3,,2017-02-01,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,3
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Blanco o anulado,B/A,,,,,14
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Frente Amplio,FA,,,,,25
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,No sabe o no contesta,NS/NC,,,,,24
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Partido Colorado,PC,,,,,8
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Partido de la Gente,PG,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Partido Independiente,PI,,,,,2
Intencion de voto,Opcion,Nacional,2017,,2019,2017-01-02,Partido Nacional,PN,,,,,24
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Frente Amplio,FA,,,,,29
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,"Indecisos, blanco y anulado",I/B/A,,,,,27
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Partido Colorado,PC,,,,,8
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Partido de la Gente,PG,,,,,6
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Partido Independiente,PI,,,,,4
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Partido Nacional,PN,,,,,24
Intencion de voto,Factum,Nacional,2016,,2019,2016-12-30,Unidad Popular,UP,,,,,2
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Blanco o anulado,B/A,,,,,8
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Frente Amplio,FA,,,,,34
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,No sabe o no contesta,NS/NC,,,,,10
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Partido Colorado,PC,,,,,6
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Partido de la Gente,PG,,,,,10
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Partido Independiente,PI,,,,,3
Intencion de voto,Interconsult,Nacional,2016,,2019,2016-11-28,Partido Nacional,PN,,,,,29
Evaluacion de gestion presidente,Opcion,,2016,2,,2016-11-12,Frente Amplio,FA,,Vazquez 2,Buena y muy buena,3,28
Evaluacion de gestion presidente,Opcion,,2016,2,,2016-11-12,Frente Amplio,FA,,Vazquez 2,Ni buena ni mala,2,35
Evaluacion de gestion presidente,Opcion,,2016,2,,2016-11-12,Frente Amplio,FA,,Vazquez 2,Mala y muy mala,1,37
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Blanco o anulado,B/A,,,,,15
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Frente Amplio,FA,,,,,25
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,No sabe o no contesta,NS/NC,,,,,18
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Partido Colorado,PC,,,,,7
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Partido de la Gente,PG,,,,,3
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Partido Independiente,PI,,,,,3
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Partido Nacional,PN,,,,,27
Intencion de voto,Opcion,Nacional,2016,,2019,2016-11-12,Unidad Popular,UP,,,,,1
Evaluacion de gestion presidente,Equipos,,2016,2,,2016-11-06,Frente Amplio,FA,,Vazquez 2,Aprueba,3,34
Evaluacion de gestion presidente,Equipos,,2016,2,,2016-11-06,Frente Amplio,FA,,Vazquez 2,Ni aprueba ni desaprueba,2,29
Evaluacion de gestion presidente,Equipos,,2016,2,,2016-11-06,Frente Amplio,FA,,Vazquez 2,Desaprueba,1,36
Evaluacion de gestion presidente,Equipos,,2016,2,,2016-11-06,Frente Amplio,FA,,Vazquez 2,No sabe o no contesta,0,1
